Description,Monthly_Installment,List_Price,Model,Mileage,Gear_Type,Location
2014 Honda City 1.5 S Plus Sedan - FREE WARRANTY,RM 282 / month,"RM 21,770",Honda City,80 - 85K KM,Automatic,"Selangor, Balakong"
2021 Mitsubishi Triton 2.4 VGT Premium Updated Spec Dual Cab 4X4 Pickup - L(A) PREMIUM VGT MIVEC 6-SPD TURBO INTERCOOLER 4X4 TRUCK,"RM 1,022 / month","RM 78,800",Mitsubishi Triton,135 - 140K KM,Automatic,"Selangor, Kajang"
2017 Honda Civic 1.8 S Sedan - FREE WARRANTY,RM 632 / month,"RM 48,770",Honda Civic,95 - 100K KM,Automatic,"Selangor, Balakong"
2010 Toyota Corolla Altis 2.0 V Sedan - (A) PADDLE SHIFT,RM 302 / month,"RM 23,300",Toyota Corolla Altis,145 - 150K KM,Automatic,"Selangor, Klang"
2020 Honda City 1.5 E Sedan - FACELIFT - FREE WARRANTY,RM 542 / month,"RM 41,770",Honda City,65 - 70K KM,Automatic,"Selangor, Balakong"
2019 Honda City 1.5 V Sedan - FREE WARRANTY,RM 542 / month,"RM 41,770",Honda City,70 - 75K KM,Automatic,"Selangor, Balakong"
2022 Honda Civic 1.5 RS Sedan - FREE WARRANTY,"RM 1,242 / month","RM 95,770",Honda Civic,40 - 45K KM,Automatic,"Selangor, Balakong"
2016 Honda Civic 1.5 TC Sedan - FREE 2 YEARS WARRANTY,RM 697 / month,"RM 53,770",Honda Civic,120 - 125K KM,Automatic,"Selangor, Balakong"
2019 Honda BR-V 1.5 V SUV - (A) FULL SERVICE RECORD,RM 604 / month,"RM 46,600",Honda BR-V,155 - 160K KM,Automatic,"Selangor, Klang"
2018 Honda Civic 1.5 TC-P Sedan - PREMIUM (A) - FREE 2 YEARS WARRANTY,RM 853 / month,"RM 65,770",Honda Civic,65 - 70K KM,Automatic,"Selangor, Balakong"
2010 Perodua Myvi 1.3 EZ Hatchback,RM 202 / month,"RM 15,600",Perodua Myvi,113885 KM,Automatic,"Pahang, Kuantan"
2020 Perodua AXIA 1.0 GXtra Hatchback,RM 401 / month,"RM 30,900",Perodua AXIA,57850 KM,Automatic,"Pahang, Kuantan"
2019 Toyota Yaris 1.5 E Hatchback,RM 699 / month,"RM 53,900",Toyota Yaris,101371 KM,Automatic,"Pahang, Kuantan"
2023 Honda HR-V 1.5 e:HEV RS SUV - eHEV RS - UNDER WARRANTY,"RM 1,268 / month","RM 97,770",Honda HR-V,30 - 35K KM,Automatic,"Selangor, Balakong"
2013 Perodua Myvi 1.3 EZi Hatchback,RM 290 / month,"RM 22,400",Perodua Myvi,177143 KM,Automatic,"Pahang, Kuantan"
2014 Perodua Myvi 1.3 SE Hatchback,RM 336 / month,"RM 25,900",Perodua Myvi,64439 KM,Automatic,"Pahang, Kuantan"
2017 Nissan Almera 1.5 VL Sedan,RM 427 / month,"RM 32,900",Nissan Almera,70911 KM,Automatic,"Pahang, Kuantan"
2017 Perodua Myvi 1.5 SE Hatchback,RM 451 / month,"RM 34,800",Perodua Myvi,87981 KM,Automatic,"Pahang, Kuantan"
2022 Perodua AXIA 1.0 GXtra Hatchback,RM 439 / month,"RM 33,900",Perodua AXIA,45668 KM,Automatic,"Pahang, Kuantan"
2022 Perodua Myvi 1.5 AV Hatchback,RM 661 / month,"RM 51,000",Perodua Myvi,73414 KM,Automatic,"Pahang, Kuantan"
2018 Toyota Innova 2.0 X MPV - (A) KEYLESS PUSH TO START 1 YEAR WARRANTY,RM 862 / month,"RM 66,500",Toyota Innova,45 - 50K KM,Automatic,"Selangor, Klang"
2016 Nissan X-Trail 2.0 SUV,RM 511 / month,"RM 39,400",Nissan X-Trail,155226 KM,Automatic,"Penang, Bayan Lepas"
2014 Mazda CX-5 2.0 SKYACTIV-G High SUV,RM 452 / month,"RM 34,900",Mazda CX-5,149593 KM,Automatic,"Penang, Perai"
2014 Toyota Vios 1.5 G Sedan,RM 472 / month,"RM 36,400",Toyota Vios,97427 KM,Automatic,"Selangor, Cheras"
2019 Honda City 1.5 E Sedan,RM 659 / month,"RM 50,800",Honda City,71281 KM,Automatic,"Selangor, Petaling Jaya"
2020 Perodua Myvi 1.5 AV Hatchback,RM 568 / month,"RM 43,800",Perodua Myvi,88906 KM,Automatic,"Penang, Perai"
2016 Volkswagen Golf 1.4 TSI Highline Hatchback,RM 674 / month,"RM 51,999",Volkswagen Golf,90 - 95K KM,Automatic,"Kuala Lumpur, Sungai Besi"
2018 Honda City 1.5 E Sedan,RM 544 / month,"RM 41,999",Honda City,75 - 80K KM,Automatic,"Kuala Lumpur, Sungai Besi"
2016 Nissan Almera 1.5 E Sedan - (A) BLACKLIST BOLEH LOAN,RM 270 / month,"RM 20,800",Nissan Almera,110 - 115K KM,Automatic,"Selangor, Klang"
2017 Toyota Vios 1.5 G Sedan,RM 544 / month,"RM 41,999",Toyota Vios,85 - 90K KM,Automatic,"Kuala Lumpur, Sungai Besi"
2015 Mazda 2 1.5 SKYACTIV-G Sedan,RM 363 / month,"RM 27,999",Mazda 2,110 - 115K KM,Automatic,"Kuala Lumpur, Sungai Besi"
2019 Subaru XV 2.0 P SUV - I-P Premium AWD Keyless Reverse Camera,RM 620 / month,"RM 47,800",Subaru XV,75 - 80K KM,Automatic,"Kuala Lumpur, Sungai Besi"
2019 Honda Jazz 1.5 V Hatchback - L FULL SPEC P START KEYLESS R.CAMERA,RM 697 / month,"RM 53,800",Honda Jazz,75 - 80K KM,Automatic,"Selangor, Seri Kembangan"
2021 Honda City 1.5 E Hatchback - GOOD CONDITION HARI RAYA OFFER,RM 618 / month,"RM 47,700",Honda City,85 - 90K KM,Automatic,"Selangor, Puchong"
2011 Toyota Camry 2.0 G Sedan,RM 337 / month,"RM 25,999",Toyota Camry,130 - 135K KM,Automatic,"Kuala Lumpur, Sungai Besi"
2017 Mazda CX-3 2.0 SKYACTIV-G SUV - (A) SUNROOF PADDLE SHIFT,RM 594 / month,"RM 45,800",Mazda CX-3,85 - 90K KM,Automatic,"Kuala Lumpur, Sungai Besi"
2015 Proton Satria 1.6 Neo R3 Executive (Metallic) Hatchback,RM 285 / month,"RM 21,999",Proton Satria,105 - 110K KM,Manual,"Kuala Lumpur, Sungai Besi"
2016 Mazda 2 1.5 SKYACTIV-G (Halogen Headlight) Hatchback - (A) KEYLESS PUSH TO START BLACKLIST CAN LOAN,RM 445 / month,"RM 34,300",Mazda 2,125 - 130K KM,Automatic,"Selangor, Klang"
2016 Honda HR-V 1.8 V SUV - (A),RM 506 / month,"RM 38,999",Honda HR-V,105 - 110K KM,Automatic,"Kuala Lumpur, Sungai Besi"
2015 Nissan Serena 2.0 S-Hybrid High-Way Star Premium MPV - (A),RM 480 / month,"RM 36,999",Nissan Serena,95 - 100K KM,Automatic,"Kuala Lumpur, Sungai Besi"
2017 Honda Civic 1.5 TC-P Sedan,RM 827 / month,"RM 63,800",Honda Civic,95 - 100K KM,Automatic,"Kuala Lumpur, Desa Petaling"
2004 Toyota Vios 1.5 E Sedan - TIPTOP CONDITION,RM 166 / month,"RM 12,800",Toyota Vios,260 - 265K KM,Automatic,"Kuala Lumpur, Sungai Besi"
2018 Toyota Avanza 1.5 G MPV,RM 544 / month,"RM 41,999",Toyota Avanza,80 - 85K KM,Automatic,"Kuala Lumpur, Sungai Besi"
2018 Honda HR-V 1.8 E SUV - FULL LEATHER SEAT,RM 596 / month,"RM 45,999",Honda HR-V,75 - 80K KM,Automatic,"Kuala Lumpur, Cheras"
2015 Nissan Almera 1.5 E Sedan - FACELIFT FULL NISMO BODYKITS,RM 233 / month,"RM 17,999",Nissan Almera,90 - 95K KM,Automatic,"Kuala Lumpur, Cheras"
2020 Volkswagen Polo 1.6 Comfortline Hatchback,RM 543 / month,"RM 41,900",Volkswagen Polo,55 - 60K KM,Automatic,"Johor, Johor Bahru"
2024 BMW 330i 2.0 M Sport Sedan,"RM 3,086 / month","RM 238,000",BMW 330i,15 - 20K KM,Automatic,"Kuala Lumpur, Chan Sow Lin"
2017 Perodua Bezza 1.0 G Standard Sedan,RM 357 / month,"RM 27,500",Perodua Bezza,75 - 80K KM,Automatic,"Terengganu, Kuala Terengganu"
2022 Honda City 1.5 V Sedan,RM 866 / month,"RM 66,800",Honda City,55 - 60K KM,Automatic,"Terengganu, Kuala Terengganu"
2021 Honda City 1.5 E Sedan,RM 775 / month,"RM 59,800",Honda City,79511 KM,Automatic,"Melaka, Melaka"
2014 Proton Exora 1.6 Bold CFE Premium MPV,RM 270 / month,"RM 20,800",Proton Exora,106683 KM,Automatic,"Melaka, Melaka"
2010 Honda City 1.5 S Sedan,RM 277 / month,"RM 21,400",Honda City,203735 KM,Automatic,"Melaka, Melaka"
2016 Perodua Myvi 1.3 G Hatchback,RM 334 / month,"RM 25,800",Perodua Myvi,139679 KM,Automatic,"Melaka, Melaka"
2017 Toyota Vios 1.5 J Sedan,RM 551 / month,"RM 42,500",Toyota Vios,160003 KM,Automatic,"Melaka, Melaka"
2012 Perodua Myvi 1.3 EZi Hatchback,RM 244 / month,"RM 18,800",Perodua Myvi,125 - 130K KM,Automatic,"Kelantan, Kota Bharu"
2018 Toyota Vios 1.5 E Sedan,RM 659 / month,"RM 50,800",Toyota Vios,65 - 70K KM,Automatic,"Kelantan, Kota Bharu"
2017 Toyota Vios 1.5 E Sedan,RM 576 / month,"RM 44,400",Toyota Vios,134566 KM,Automatic,"Melaka, Melaka"
2021 Perodua AXIA 1.0 SE Hatchback,RM 441 / month,"RM 34,000",Perodua AXIA,35 - 40K KM,Automatic,"Kelantan, Kota Bharu"
2021 Proton X50 1.5 Flagship SUV,RM 900 / month,"RM 69,400",Proton X50,82929 KM,Automatic,"Melaka, Melaka"
2022 Toyota Hilux 2.8 Rogue Dual Cab Pickup - Truck,"RM 1,522 / month","RM 117,400",Toyota Hilux,49301 KM,Automatic,"Pahang, Kuantan"
2015 BMW 320i 2.0 Sport Line Sedan,RM 557 / month,"RM 42,999",BMW 320i,100 - 105K KM,Automatic,"Kuala Lumpur, Sungai Besi"
2016 Toyota Hilux 2.4 G Dual Cab Pickup - Truck,RM 959 / month,"RM 74,000",Toyota Hilux,145266 KM,Automatic,"Pahang, Kuantan"
"2023 BMW 330i 2.0 M Sport Sedan - (G20 LCI) LOW MILEAGE, WARRANTY TILL 2028","RM 2,927 / month","RM 225,800",BMW 330i,25 - 30K KM,Automatic,"Johor, Johor Bahru"
2016 Nissan Almera 1.5 VL Sedan,RM 368 / month,"RM 28,400",Nissan Almera,94331 KM,Automatic,"Melaka, Melaka"
2015 Perodua AXIA 1.0 SE Hatchback,RM 271 / month,"RM 20,900",Perodua AXIA,100 - 105K KM,Automatic,"Kelantan, Kota Bharu"
2016 Perodua Myvi 1.5 Advance Hatchback,RM 441 / month,"RM 34,000",Perodua Myvi,104115 KM,Automatic,"Pahang, Kuantan"
2023 Toyota Hilux 2.4 E Dual Cab Pickup - Truck,"RM 1,283 / month","RM 99,000",Toyota Hilux,29006 KM,Automatic,"Pahang, Kuantan"
2019 MINI Cooper 1.5 5 Door Hatchback - Reg 2023 - 36k Mileage - 4 Yrs GGS Eurotech Warranty,"RM 1,125 / month","RM 86,800",MINI Cooper,35 - 40K KM,Automatic,"Kuala Lumpur, Cheras"
2020 Toyota Vios 1.5 G Sedan,RM 764 / month,"RM 58,900",Toyota Vios,98378 KM,Automatic,"Pahang, Kuantan"
2019 Perodua Myvi 1.5 H Hatchback,RM 516 / month,"RM 39,800",Perodua Myvi,99585 KM,Automatic,"Pahang, Kuantan"
2018 Proton Persona 1.6 Premium Sedan,RM 363 / month,"RM 28,000",Proton Persona,134569 KM,Automatic,"Pahang, Kuantan"
2018 Perodua Myvi 1.5 AV Hatchback,RM 506 / month,"RM 39,000",Perodua Myvi,110 - 115K KM,Automatic,"Kelantan, Kota Bharu"
2018 Perodua AXIA 1.0 G Hatchback,RM 329 / month,"RM 25,400",Perodua AXIA,108946 KM,Automatic,"Pahang, Kuantan"
2020 Perodua Myvi 1.3 G Hatchback,RM 472 / month,"RM 36,400",Perodua Myvi,106610 KM,Automatic,"Pahang, Kuantan"
2021 Honda CR-V 2.0 SUV,"RM 90,040  Avg. mkt.                                    This car is a Hot deal because the current market average is ""RM 90,040"" and is now 3% below market price","-3% RM 87,700",Honda CR-V,85789 KM,Automatic,"Pahang, Kuantan"
1990 Daihatsu Feroza 1.6 SUV,RM 439 / month,"RM 33,888",Daihatsu Feroza,395 - 400K KM,Manual,"Penang, Nibong Tebal"
2015 Honda HR-V 1.8 V SUV,RM 556 / month,"RM 42,900",Honda HR-V,145 - 150K KM,Automatic,"Perak, Ipoh"
2022 Perodua Ativa 1.0 AV (2 Tone Special Metallic) SUV,RM 674 / month,"RM 51,999",Perodua Ativa,25 - 30K KM,Automatic,"Kuala Lumpur, Sungai Besi"
2015 BMW 528i 2.0 M Sport Sedan - M-Sport Spec ( Full Spec ) Head Up Display Harmon Kardon S System True Year Made,RM 738 / month,"RM 56,888",BMW 528i,85 - 90K KM,Automatic,"Selangor, Seri Kembangan"
2017 Honda Accord 2.0 VTi-L Sedan,"RM 61,681  Avg. mkt.                                    This car is a Hot deal because the current market average is ""RM 61,681"" and is now 10% below market price","-10% RM 55,800",Honda Accord,102304 KM,Automatic,"Pahang, Kuantan"
2013 BMW 328i 2.0 Luxury Line Sedan - F30 PADDLE SHIFT,RM 451 / month,"RM 34,800",BMW 328i,95 - 100K KM,Automatic,"Kuala Lumpur, Sungai Besi"
2018 Toyota Innova 2.0 G MPV - Push Start Reverse Camera,RM 775 / month,"RM 59,800",Toyota Innova,80 - 85K KM,Automatic,"Kuala Lumpur, Sungai Besi"
2019 Subaru XV 2.0 GT Edition SUV - Reverse Camera Leather Seat,RM 697 / month,"RM 53,800",Subaru XV,70 - 75K KM,Automatic,"Kuala Lumpur, Sungai Besi"
2014 Mercedes-Benz A180 1.6 AMG Hatchback - Tiptop Condition Loan Kedai Paddle Shift True Year Made,RM 699 / month,"RM 53,888",Mercedes-Benz A180,85 - 90K KM,Automatic,"Selangor, Seri Kembangan"
2013/2016 Mercedes-Benz ML350 3.5 4MATIC AMG Wheels SUV - AMG V6 (A) PANORAMIC,RM 697 / month,"RM 53,800",Mercedes-Benz ML350,120 - 125K KM,Automatic,"Kuala Lumpur, Sungai Besi"
2007 Toyota Avanza 1.3 MPV - BODYKIT 4 Speed 7 Seater,RM 179 / month,"RM 13,800",Toyota Avanza,155 - 160K KM,Automatic,"Kuala Lumpur, Sungai Besi"
2022 Mercedes-Benz S580e 3.0 Sedan - 53K KM Service Record,"RM 4,405 / month","RM 339,800",Mercedes-Benz S580e,50 - 55K KM,Automatic,"Kuala Lumpur, Sungai Besi"
2010 Toyota Wish 1.8 X MPV - 360 Camera 7 Seater,RM 477 / month,"RM 36,800",Toyota Wish,125 - 130K KM,Automatic,"Kuala Lumpur, Sungai Besi"
2016 Mitsubishi ASX 2.0 GL SUV - Reverse Camera,RM 386 / month,"RM 29,800",Mitsubishi ASX,100 - 105K KM,Automatic,"Kuala Lumpur, Sungai Besi"
2017 Volkswagen Passat 2.0 TSI Highline Sedan - (A),RM 762 / month,"RM 58,800",Volkswagen Passat,80 - 85K KM,Automatic,"Kuala Lumpur, Sungai Besi"
2020 Nissan Almera 1.5 E Sedan - GOOD CONDITION HARI RAYA OFFER,RM 346 / month,"RM 26,700",Nissan Almera,80 - 85K KM,Automatic,"Selangor, Puchong"
"2016 BMW 330i 2.0 M Sport Sedan - (A) 3 YEARS WARRANTY , DOOR TO DOOR SERVICE , PERFECT CONDITION, NO NEED REPAIR BUY AND DRIVE , LOAN UP TO 5 YEARS","RM 1,165 / month","RM 89,868",BMW 330i,100 - 105K KM,Automatic,"Kuala Lumpur, Sentul"
2019 Porsche 911 3.0 Carrera 4S Coupe,"RM 8,800 / month","RM 678,800",Porsche 911,20 - 25K KM,Automatic,"Selangor, Petaling Jaya"
2019 Nissan Serena 2.0 S-Hybrid High-Way Star Premium MPV,RM 918 / month,"RM 70,800",Nissan Serena,80 - 85K KM,Automatic,"Perak, Sitiawan"
2016 Toyota Vios 1.5 TRD Sportivo Sedan - No Processing Fees,RM 607 / month,"RM 46,800",Toyota Vios,75 - 80K KM,Automatic,"Perak, Sitiawan"
2019 Mazda CX-5 2.0 SKYACTIV-G Mid SUV - (A),RM 957 / month,"RM 73,800",Mazda CX-5,75803 KM,Automatic,"Perak, Ipoh"
2007 Toyota Estima 2.4 Aeras MPV - (No Processing Fees),RM 490 / month,"RM 37,800",Toyota Estima,135 - 140K KM,Automatic,"Perak, Sitiawan"
2010 Nissan Sylphy 2.0 Luxury Sedan,RM 130 / month,"RM 9,999",Nissan Sylphy,185 - 190K KM,Automatic,"Johor, Johor Bahru"
2020 Perodua Alza 1.5 SE MPV,RM 568 / month,"RM 43,800",Perodua Alza,75 - 80K KM,Automatic,"Perak, Sitiawan"
2016 Mercedes-Benz C200 2.0 Avantgarde Sedan - 5 years warranty,RM 931 / month,"RM 71,800",Mercedes-Benz C200,75 - 80K KM,Automatic,"Perak, Sitiawan"
2023 Mazda 3 2.0 SKYACTIV-G High Plus Sedan - YEAR MADE ONE OWNER ORIGINAL LOW MILEAGE FULL SERVICE RECORD WARRANTY TILL 2028 APPLECARPLAY LED PROJECTOR,"RM 1,517 / month","RM 116,999",Mazda 3,55 - 60K KM,Automatic,"Kuala Lumpur, Cheras"
2023 Proton Saga 1.3 Premium Sedan - (NO PROCESSING),RM 386 / month,"RM 29,800",Proton Saga,20 - 25K KM,Automatic,"Perak, Sitiawan"
2017 BMW 330e 2.0 M Sport Sedan,RM 594 / month,"RM 45,800",BMW 330e,75 - 80K KM,Automatic,"Kuala Lumpur, Desa Petaling"
2021 Toyota Vios 1.5 E Sedan - Super LOW Mileage,RM 723 / month,"RM 55,800",Toyota Vios,35 - 40K KM,Automatic,"Perak, Sitiawan"
2021 BMW 330i 2.0 M Sport Sedan,"RM 1,774 / month","RM 136,800",BMW 330i,70 - 75K KM,Automatic,"Kuala Lumpur, Desa Petaling"
2019 Honda Jazz 1.5 S Hatchback - No Processing Fees,RM 672 / month,"RM 51,800",Honda Jazz,70 - 75K KM,Automatic,"Perak, Sitiawan"
2015 Toyota Hilux 2.5 G VNT Dual Cab (Metallic) Pickup - G VNT Dual Cab 5 years warranty,RM 685 / month,"RM 52,800",Toyota Hilux,110 - 115K KM,Automatic,"Perak, Sitiawan"
2020/2021 BMW 330i 2.0 M Sport Sedan,"RM 1,644 / month","RM 126,800",BMW 330i,85 - 90K KM,Automatic,"Kuala Lumpur, Desa Petaling"
2019 Proton X70 1.8 Executive SUV,RM 503 / month,"RM 38,800",Proton X70,60 - 65K KM,Automatic,"Selangor, Petaling Jaya"
2017 Toyota Innova 2.0 G MPV - (5 YEARS WARRANTY),RM 788 / month,"RM 60,800",Toyota Innova,75 - 80K KM,Automatic,"Perak, Sitiawan"
2017/2018 BMW X5 2.0 xDrive40e M Sport SUV,RM 775 / month,"RM 59,800",BMW X5,85 - 90K KM,Automatic,"Kuala Lumpur, Desa Petaling"
2019 BMW X1 2.0 sDrive20i Sport Line SUV - Facelift,RM 893 / month,"RM 68,888",BMW X1,60 - 65K KM,Automatic,"Kuala Lumpur, Jalan Duta"
2016 Mercedes-Benz A200 1.6 AMG Line Hatchback,RM 749 / month,"RM 57,800",Mercedes-Benz A200,60 - 65K KM,Automatic,"Kuala Lumpur, Desa Petaling"
2013 Perodua Myvi 1.3 EZ Hatchback - (A),RM 257 / month,"RM 19,800",Perodua Myvi,87126 KM,Automatic,"Perak, Ipoh"
2013 BMW 328i 2.0 M Sport Sedan,RM 568 / month,"RM 43,800",BMW 328i,90 - 95K KM,Automatic,"Kuala Lumpur, Desa Petaling"
2015 BMW 528i 2.0 M Sport Sedan,RM 762 / month,"RM 58,800",BMW 528i,105 - 110K KM,Automatic,"Kuala Lumpur, Desa Petaling"
2016/2017 BMW 320i 2.0 M Sport Sedan,RM 853 / month,"RM 65,800",BMW 320i,80 - 85K KM,Automatic,"Kuala Lumpur, Desa Petaling"
2019 BMW X3 2.0 xDrive30i Luxury SUV,"RM 1,164 / month","RM 89,800",BMW X3,80 - 85K KM,Automatic,"Kuala Lumpur, Desa Petaling"
2019 Honda Civic 1.5 TC-P Sedan,RM 957 / month,"RM 73,800",Honda Civic,75 - 80K KM,Automatic,"Kuala Lumpur, Desa Petaling"
2010 Toyota Corolla Altis 1.8 E Sedan,RM 240 / month,"RM 18,500",Toyota Corolla Altis,110 - 115K KM,Automatic,"Selangor, Seri Kembangan"
2009/2010 Mercedes-Benz ML350 3.5 SUV - Sunroof,RM 322 / month,"RM 24,800",Mercedes-Benz ML350,110 - 115K KM,Automatic,"Selangor, Seri Kembangan"
2017/2019 Toyota Harrier 2.0 Premium SUV - advance,"RM 1,151 / month","RM 88,800",Toyota Harrier,70 - 75K KM,Automatic,"Selangor, Serdang"
2012/2015 Audi Q5 2.0 S Line Quattro TFSI SUV,RM 309 / month,"RM 23,800",Audi Q5,115 - 120K KM,Automatic,"Selangor, Seri Kembangan"
2012 Toyota Fortuner 2.7 V SUV - 4x4,RM 465 / month,"RM 35,900",Toyota Fortuner,110 - 115K KM,Automatic,"Selangor, Seri Kembangan"
2008 Mitsubishi Lancer 2.0 GT Sedan,RM 244 / month,"RM 18,800",Mitsubishi Lancer,105 - 110K KM,Automatic,"Selangor, Seri Kembangan"
2022 Mercedes-Benz A250 2.0 AMG Line Sedan - AMG,"RM 1,956 / month","RM 150,888",Mercedes-Benz A250,30 - 35K KM,Automatic,"Kuala Lumpur, Jalan Duta"
2019 Mercedes-Benz A250 2.0 AMG Line Hatchback - A45s,"RM 1,644 / month","RM 126,800",Mercedes-Benz A250,55 - 60K KM,Automatic,"Kuala Lumpur, Desa Petaling"
2015 Nissan Serena 2.0 S-Hybrid High-Way Star MPV,RM 386 / month,"RM 29,800",Nissan Serena,100 - 105K KM,Automatic,"Selangor, Seri Kembangan"
2018 Honda Civic 1.5 TC-P Sedan - TIPTOP CONDITION CAR KING,RM 878 / month,"RM 67,700",Honda Civic,105 - 110K KM,Automatic,"Selangor, Puchong"
2019 Mercedes-Benz C300 2.0 AMG Line Sedan - 2 YR WARRANTY FULL SERVICE RECORD,"RM 1,595 / month","RM 122,999",Mercedes-Benz C300,75 - 80K KM,Automatic,"Selangor, Ampang"
2019 Proton X70 1.8 Executive SUV - GOOD CONDITION,RM 450 / month,"RM 34,700",Proton X70,95 - 100K KM,Automatic,"Selangor, Puchong"
2017 Honda Jazz 1.5 S Hatchback - (A) Full Service Record in 1 Lady Owner Only Full Set Bodykit Original TipTop Condition View to Confirm,RM 477 / month,"RM 36,800",Honda Jazz,95 - 100K KM,Automatic,"Kuala Lumpur, Sungai Besi"
2010 Nissan Vanette 1.5 Panel Van - SILVER 1 OWNER CAT BAHARU CONDITION TERBAIK,RM 169 / month,"RM 13,000",Nissan Vanette,120 - 125K KM,Manual,"Kuala Lumpur, Batu Caves / Selayang"
2012 Mercedes-Benz C250 1.8 AMG CGI Sedan - C-CLASS CGI Facelift Model,RM 478 / month,"RM 36,888",Mercedes-Benz C250,90 - 95K KM,Automatic,"Kuala Lumpur, Jalan Duta"
"2022 Mercedes-Benz AMG CLA45 2.0 S 4MATIC+ Coupe - Local Malaysia Car, Full spec, add on Akrapovic Exhaust, Still under warranty, S 4MATIC","RM 4,382 / month","RM 338,000",Mercedes-Benz AMG CLA45,10 - 15K KM,Automatic,"Kuala Lumpur, Jln Tun Razak"
2014 Mercedes-Benz C200 2.0 Avantgarde Sedan - W205 2 YEARS WARRANTY HAP SENG SERVICE RECORD LOW MILEAGE ONLY 79K KM,RM 827 / month,"RM 63,777",Mercedes-Benz C200,75 - 80K KM,Automatic,"Selangor, Ampang"
2019 Proton X70 1.8 TGDI Premium SUV - F.S.R FULL BODY ORIGINAL PAINT,RM 568 / month,"RM 43,800",Proton X70,95 - 100K KM,Automatic,"Kuala Lumpur, Cheras"
2024 Volkswagen Golf 2.0 R Hatchback - 18K Km Full Service Record,"RM 3,394 / month","RM 261,800",Volkswagen Golf,15 - 20K KM,Automatic,"Selangor, Kajang"
2019 Toyota Yaris 1.5 E Hatchback - T PADDLE SHIFT 54k Mileage,RM 564 / month,"RM 43,499",Toyota Yaris,50 - 55K KM,Automatic,"Negeri Sembilan, Nilai"
2020 Perodua AXIA 1.0 SE Hatchback,RM 425 / month,"RM 32,800",Perodua AXIA,75 - 80K KM,Automatic,"Johor, Johor Bahru"
2018 Mazda CX-5 2.0 SKYACTIV-G GL SUV - CX-3 ONE OWNER GOOD CONDITION,RM 618 / month,"RM 47,700",Mazda CX-5,110 - 115K KM,Automatic,"Selangor, Puchong"
2022 Perodua AXIA 1.0 GXtra Hatchback - Free 1 Year Warranty,RM 439 / month,"RM 33,900",Perodua AXIA,50 - 55K KM,Automatic,"Penang, Bayan Lepas"
2018 Perodua Alza 1.5 EZ MPV - SUPERB CONDITION GOOD FAMILY CAR 1YR WARRANTY,RM 506 / month,"RM 39,000",Perodua Alza,150 - 155K KM,Automatic,"Penang, Bayan Lepas"
2018 Perodua Myvi 1.5 AV Hatchback - SUPERB CONDITION TIPTOP LUAR DALAM,RM 506 / month,"RM 39,000",Perodua Myvi,105 - 110K KM,Automatic,"Penang, Bayan Lepas"
2017 Nissan Grand Livina 1.6 Comfort MPV - SUOER CONDITION HANDLING UNDERCARRIAGE TIPYOP,RM 504 / month,"RM 38,900",Nissan Grand Livina,95 - 100K KM,Automatic,"Penang, Bayan Lepas"
2014 Perodua AXIA 1.0 Advance Hatchback - HARGA RAHMAH BULANAN RENDAH KUALITI MANTAP DAN TIPTOP JAMINAN CARSOME,RM 271 / month,"RM 20,900",Perodua AXIA,155 - 160K KM,Automatic,"Penang, Bayan Lepas"
2017 Toyota Vios 1.5 J Sedan - TIPTOP CONDITION 1YR CARSOME WARRANTY,RM 545 / month,"RM 42,000",Toyota Vios,120 - 125K KM,Automatic,"Penang, Bayan Lepas"
2019 Volkswagen Vento 1.2 TSI Highline Sedan - Auto-1 owner-3year warranty-free tinted-service,RM 347 / month,"RM 26,800",Volkswagen Vento,125 - 130K KM,Automatic,"Kuala Lumpur, Sungai Besi"
2019 Honda CR-V 1.5 TC SUV - LIKE BRAND NEW CAR SUPERB COMDOTION CARSOME WARRANTY SMOOTH ENGINE GEAR,"RM 1,134 / month","RM 87,500",Honda CR-V,100 - 105K KM,Automatic,"Penang, Bayan Lepas"
2018 Toyota Harrier 2.0 Elegance SUV - JAPAN SPECS WITH GREAT CONDITION 2YRS CARSOME WARRANTY MODERATE MILEAGE,"RM 1,294 / month","RM 99,800",Toyota Harrier,75 - 80K KM,Automatic,"Penang, Bayan Lepas"
2015 Toyota Vios 1.5 J Sedan - MANUAL CASH BUYER,RM 372 / month,"RM 28,700",Toyota Vios,130 - 135K KM,Manual,"Selangor, Puchong"
2016 Porsche Macan 2.0 SUV - 2 YEARS WARRANTY FULLY LOADED SPEC ADD ON RM 80K EXCELLENT CONDITION,"RM 1,945 / month","RM 149,999",Porsche Macan,80 - 85K KM,Automatic,"Selangor, Ampang"
2022 Toyota Corolla Cross 1.8 Hybrid SUV - 75018KM,"RM 1,242 / month","RM 95,800",Toyota Corolla Cross,75 - 80K KM,Automatic,"Selangor, Shah Alam"
2024 BMW M340i 3.0 M Sport Pro Sedan - LCI -SimeDarby Rachel,"RM 4,123 / month","RM 318,000",BMW M340i,10 - 15K KM,Automatic,"Selangor, Petaling Jaya"
"2015 Maserati Ghibli 3.0 S Sedan - , Local Malaysia Unit, Ori With 410 hp, TipTop Condition","RM 1,554 / month","RM 119,888",Maserati Ghibli,95 - 100K KM,Automatic,"Selangor, Ampang"
